step,sim_time_s,px_m,py_m,pz_m,qw,qx,qy,qz,vx_mps,vy_mps,vz_mps,wx_radps,wy_radps,wz_radps
158,0.683333,0.000051888,-0.000062599,0.019999996,0.999999940,-0.000001464,-0.000000711,0.000004275,0.000026713,0.000015484,-0.000053316,-0.002106339,0.000270172,0.000005456
159,0.687500,0.000051888,-0.000062601,0.020000000,0.999999940,-0.000001397,-0.000000667,0.000004263,0.000026565,0.000015386,-0.000053339,-0.002104796,0.000265795,0.000005783
160,0.691667,0.000051892,-0.000062599,0.020000000,0.999999940,-0.000001371,-0.000000593,0.000004273,0.000026937,0.000015639,-0.000053358,-0.002110681,0.000276685,0.000005041
161,0.695833,0.000051890,-0.000062600,0.019999998,0.999999940,-0.000001327,-0.000000731,0.000004236,0.000026000,0.000015953,-0.000053126,-0.002110117,0.000255452,0.000005585
162,0.700000,0.000051893,-0.000062600,0.019999998,0.999999940,-0.000001371,-0.000000563,0.000004271,0.000026939,0.000015474,-0.000053328,-0.002106859,0.000275549,0.000005194
163,0.704167,0.000051891,-0.000062600,0.019999998,0.999999940,-0.000001327,-0.000000701,0.000004234,0.000025994,0.000015942,-0.000053146,-0.002110439,0.000255179,0.000005627
164,0.708333,0.000051889,-0.000062600,0.019999998,0.999999940,-0.000001342,-0.000000766,0.000004245,0.000026136,0.000015857,-0.000053246,-0.002105269,0.000264207,0.000005631
165,0.712500,0.000051890,-0.000062600,0.019999998,0.999999940,-0.000001406,-0.000000781,0.000004231,0.000026619,0.000015669,-0.000053352,-0.002104642,0.000275094,0.000005376
166,0.716667,0.000051890,-0.000062600,0.019999998,0.999999940,-0.000001423,-0.000000845,0.000004228,0.000026342,0.000015789,-0.000053230,-0.002110064,0.000262620,0.000005457
167,0.720833,0.000051890,-0.000062600,0.019999998,0.999999940,-0.000001476,-0.000000865,0.000004237,0.000026386,0.000015761,-0.000053250,-0.002110188,0.000263383,0.000005454
168,0.725000,0.000051889,-0.000062600,0.019999996,0.999999940,-0.000001375,-0.000000775,0.000004233,0.000026368,0.000015834,-0.000053326,-0.002107139,0.000269724,0.000005464
169,0.729167,0.000051889,-0.000062599,0.019999998,0.999999940,-0.000001421,-0.000000810,0.000004231,0.000026316,0.000015820,-0.000053166,-0.002115662,0.000255662,0.000005398
170,0.733333,0.000051891,-0.000062600,0.019999996,0.999999940,-0.000001451,-0.000000649,0.000004266,0.000026748,0.000015510,-0.000053307,-0.002106895,0.000270965,0.000005365
171,0.737500,0.000051891,-0.000062601,0.019999996,0.999999940,-0.000001394,-0.000000594,0.000004277,0.000026330,0.000015704,-0.000053255,-0.002108893,0.000261881,0.000005605
172,0.741667,0.000051890,-0.000062599,0.019999998,0.999999940,-0.000001354,-0.000000739,0.000004239,0.000025983,0.000016186,-0.000053125,-0.002121666,0.000249520,0.000005347
173,0.745833,0.000051892,-0.000062600,0.019999998,0.999999940,-0.000001283,-0.000000625,0.000004224,0.000027051,0.000015268,-0.000053437,-0.002099073,0.000283491,0.000005402
174,0.750000,0.000051888,-0.000062600,0.019999998,1.000000000,-0.000001426,-0.000000830,0.000004214,0.000025674,0.000016119,-0.000053027,-0.002110669,0.000248372,0.000005681
175,0.754167,0.000051887,-0.000062599,0.019999996,1.000000000,-0.000001444,-0.000000891,0.000004234,0.000026185,0.000016019,-0.000053184,-0.002113803,0.000259740,0.000005329
176,0.758333,0.000051887,-0.000062599,0.019999996,1.000000000,-0.000001339,-0.000000804,0.000004230,0.000026364,0.000015794,-0.000053259,-0.002111232,0.000262882,0.000005457
177,0.762500,0.000051886,-0.000062598,0.019999992,1.000000000,-0.000001380,-0.000000843,0.000004228,0.000026147,0.000016043,-0.000053048,-0.002116951,0.000252937,0.000005216
178,0.766667,0.000051886,-0.000062600,0.019999994,1.000000000,-0.000001406,-0.000000893,0.000004238,0.000026448,0.000015556,-0.000053270,-0.002106635,0.000263730,0.000005641
179,0.770833,0.000051887,-0.000062599,0.019999992,1.000000000,-0.000001444,-0.000000725,0.000004273,0.000026531,0.000015792,-0.000053233,-0.002110468,0.000267360,0.000005225
180,0.775000,0.000051887,-0.000062598,0.019999994,1.000000000,-0.000001398,-0.000000661,0.000004273,0.000026294,0.000015872,-0.000053268,-0.002112676,0.000261851,0.000005470
181,0.779167,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001349,-0.000000807,0.000004224,0.000026233,0.000015794,-0.000053293,-0.002105140,0.000266367,0.000005651
182,0.783333,0.000051887,-0.000062598,0.019999994,1.000000000,-0.000001398,-0.000000842,0.000004232,0.000026562,0.000015743,-0.000053262,-0.002110246,0.000267782,0.000005273
183,0.787500,0.000051885,-0.000062599,0.019999994,1.000000000,-0.000001423,-0.000000889,0.000004232,0.000026074,0.000015835,-0.000053165,-0.002109175,0.000256194,0.000005665
184,0.791667,0.000051887,-0.000062598,0.019999994,1.000000000,-0.000001465,-0.000000719,0.000004278,0.000026678,0.000015720,-0.000053307,-0.002111201,0.000270334,0.000005202
185,0.795833,0.000051887,-0.000062600,0.019999994,1.000000000,-0.000001402,-0.000000669,0.000004289,0.000026398,0.000015613,-0.000053362,-0.002103323,0.000269420,0.000005731
186,0.800000,0.000051888,-0.000062599,0.019999994,1.000000000,-0.000001329,-0.000000644,0.000004277,0.000026465,0.000015811,-0.000053255,-0.002111200,0.000265953,0.000005319
187,0.804167,0.000051887,-0.000062599,0.019999992,0.999999940,-0.000001472,-0.000000856,0.000004240,0.000026461,0.000015720,-0.000053352,-0.002098702,0.000278245,0.000005502
188,0.808333,0.000051888,-0.000062601,0.019999998,0.999999940,-0.000001369,-0.000000768,0.000004237,0.000026545,0.000015419,-0.000053296,-0.002111154,0.000258739,0.000005726
189,0.812500,0.000051890,-0.000062599,0.019999996,0.999999940,-0.000001391,-0.000000630,0.000004271,0.000026579,0.000015880,-0.000053177,-0.002117253,0.000262744,0.000005016
190,0.816667,0.000051889,-0.000062601,0.019999996,0.999999940,-0.000001330,-0.000000782,0.000004234,0.000026188,0.000015666,-0.000053109,-0.002110776,0.000251785,0.000005684
191,0.820833,0.000051890,-0.000062600,0.020000000,0.999999940,-0.000001260,-0.000000670,0.000004232,0.000026524,0.000015754,-0.000053288,-0.002111204,0.000266747,0.000005337
192,0.825000,0.000051889,-0.000062600,0.019999998,1.000000000,-0.000001447,-0.000000830,0.000004242,0.000026413,0.000015752,-0.000053156,-0.002107332,0.000264482,0.000005331
193,0.829167,0.000051887,-0.000062599,0.019999994,1.000000000,-0.000001316,-0.000000770,0.000004240,0.000025813,0.000016205,-0.000053084,-0.002114328,0.000251930,0.000005466
194,0.833333,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001328,-0.000000843,0.000004227,0.000026155,0.000015923,-0.000052995,-0.002119846,0.000245903,0.000005308
195,0.837500,0.000051885,-0.000062598,0.019999994,1.000000000,-0.000001377,-0.000000874,0.000004237,0.000026115,0.000016006,-0.000052999,-0.002121541,0.000245367,0.000005259
196,0.841667,0.000051885,-0.000062597,0.019999994,1.000000000,-0.000001426,-0.000000906,0.000004235,0.000026372,0.000015855,-0.000053226,-0.002111502,0.000263647,0.000005339
197,0.845833,0.000051887,-0.000062597,0.019999996,1.000000000,-0.000001468,-0.000000738,0.000004281,0.000026914,0.000015456,-0.000053377,-0.002107717,0.000274708,0.000005297
198,0.850000,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001417,-0.000000873,0.000004242,0.000026187,0.000015721,-0.000053189,-0.002107326,0.000258552,0.000005691
199,0.854167,0.000051884,-0.000062600,0.019999994,1.000000000,-0.000001414,-0.000000951,0.000004229,0.000025786,0.000016111,-0.000052959,-0.002122438,0.000237712,0.000005506
200,0.858333,0.000051884,-0.000062599,0.019999994,1.000000000,-0.000001455,-0.000000778,0.000004287,0.000026537,0.000015801,-0.000053283,-0.002112204,0.000267191,0.000005255
201,0.862500,0.000051885,-0.000062600,0.019999994,1.000000000,-0.000001397,-0.000000724,0.000004275,0.000026564,0.000015492,-0.000053302,-0.002106127,0.000266391,0.000005621
202,0.866667,0.000051887,-0.000062599,0.019999992,1.000000000,-0.000001373,-0.000000641,0.000004274,0.000026699,0.000015710,-0.000053370,-0.002105742,0.000277608,0.000005256
203,0.870833,0.000051886,-0.000062598,0.019999992,1.000000000,-0.000001332,-0.000000782,0.000004237,0.000026104,0.000015984,-0.000053182,-0.002112476,0.000258011,0.000005481
204,0.875000,0.000051884,-0.000062599,0.019999994,0.999999940,-0.000001487,-0.000000972,0.000004237,0.000026040,0.000015900,-0.000053080,-0.002114862,0.000249269,0.000005552
205,0.879167,0.000051892,-0.000062599,0.019999998,0.999999940,-0.000001302,-0.000000502,0.000004267,0.000027945,0.000014831,-0.000053646,-0.002103099,0.000296403,0.000005046
206,0.883333,0.000051891,-0.000062599,0.019999998,1.000000000,-0.000001406,-0.000000765,0.000004243,0.000026166,0.000015845,-0.000053211,-0.002103309,0.000265803,0.000005583
207,0.887500,0.000051886,-0.000062598,0.019999994,1.000000000,-0.000001396,-0.000000848,0.000004232,0.000025297,0.000016501,-0.000052954,-0.002116640,0.000240784,0.000005619
208,0.891667,0.000051885,-0.000062599,0.019999994,1.000000000,-0.000001422,-0.000000898,0.000004230,0.000026459,0.000015684,-0.000053263,-0.002109365,0.000264461,0.000005470
209,0.895833,0.000051887,-0.000062598,0.019999996,1.000000000,-0.000001465,-0.000000728,0.000004276,0.000026657,0.000015694,-0.000053327,-0.002111005,0.000269773,0.000005282
210,0.900000,0.000051887,-0.000062600,0.019999994,1.000000000,-0.000001396,-0.000000683,0.000004287,0.000026386,0.000015616,-0.000053236,-0.002106689,0.000262793,0.000005617
211,0.904167,0.000051884,-0.000062600,0.019999994,1.000000000,-0.000001337,-0.000000835,0.000004239,0.000025835,0.000016107,-0.000053208,-0.002108922,0.000258305,0.000005685
212,0.908333,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001361,-0.000000690,0.000004274,0.000026724,0.000015678,-0.000053304,-0.002110307,0.000271281,0.000005195
213,0.912500,0.000051886,-0.000062599,0.019999996,1.000000000,-0.000001331,-0.000000819,0.000004224,0.000026340,0.000015753,-0.000053236,-0.002109349,0.000262479,0.000005520
214,0.916667,0.000051886,-0.000062599,0.019999992,1.000000000,-0.000001371,-0.000000859,0.000004245,0.000026365,0.000015844,-0.000053086,-0.002114082,0.000257237,0.000005218
215,0.920833,0.000051885,-0.000062598,0.019999992,1.000000000,-0.000001417,-0.000000894,0.000004220,0.000026122,0.000016021,-0.000053106,-0.002117981,0.000252025,0.000005341
216,0.925000,0.000051887,-0.000062598,0.019999996,1.000000000,-0.000001366,-0.000000752,0.000004240,0.000026798,0.000015469,-0.000053457,-0.002103562,0.000278138,0.000005495
217,0.929167,0.000051888,-0.000062599,0.019999996,1.000000000,-0.000001377,-0.000000828,0.000004237,0.000026596,0.000015548,-0.000053240,-0.002105422,0.000267860,0.000005438
218,0.933333,0.000051885,-0.000062597,0.019999994,1.000000000,-0.000001410,-0.000000874,0.000004236,0.000025736,0.000016337,-0.000052986,-0.002120941,0.000244425,0.000005316
219,0.937500,0.000051885,-0.000062602,0.019999994,1.000000000,-0.000001409,-0.000000942,0.000004234,0.000026590,0.000015260,-0.000053281,-0.002101103,0.000265459,0.000005821
220,0.941667,0.000051886,-0.000062600,0.019999996,1.000000000,-0.000001453,-0.000000774,0.000004268,0.000026631,0.000015785,-0.000053317,-0.002112611,0.000269629,0.000005200
221,0.945833,0.000051887,-0.000062598,0.019999994,1.000000000,-0.000001412,-0.000000705,0.000004279,0.000026463,0.000015845,-0.000053363,-0.002108161,0.000272319,0.000005379
222,0.950000,0.000051884,-0.000062600,0.019999994,1.000000000,-0.000001350,-0.000000856,0.000004231,0.000025918,0.000015884,-0.000053217,-0.002104651,0.000259185,0.000005851
223,0.954167,0.000051885,-0.000062599,0.019999994,1.000000000,-0.000001399,-0.000000890,0.000004240,0.000026573,0.000015753,-0.000053265,-0.002110711,0.000267978,0.000005250
224,0.958333,0.000051887,-0.000062598,0.019999992,1.000000000,-0.000001449,-0.000000710,0.000004274,0.000026696,0.000015681,-0.000053286,-0.002109701,0.000270735,0.000005207
225,0.962500,0.000051884,-0.000062601,0.019999992,1.000000000,-0.000001359,-0.000000889,0.000004226,0.000025830,0.000015844,-0.000053074,-0.002113124,0.000243887,0.000005882
226,0.966667,0.000051888,-0.000062600,0.019999994,1.000000000,-0.000001287,-0.000000569,0.000004260,0.000027117,0.000015380,-0.000053395,-0.002106974,0.000279217,0.000005157
227,0.970833,0.000051886,-0.000062600,0.019999992,0.999999940,-0.000001381,-0.000000841,0.000004236,0.000025960,0.000016003,-0.000053004,-0.002114402,0.000248482,0.000005455
228,0.975000,0.000051891,-0.000062599,0.019999998,0.999999940,-0.000001322,-0.000000513,0.000004282,0.000027240,0.000015335,-0.000053484,-0.002108546,0.000281879,0.000005154
229,0.979167,0.000051890,-0.000062598,0.019999996,1.000000000,-0.000001427,-0.000000777,0.000004245,0.000026170,0.000015967,-0.000053203,-0.002105818,0.000266412,0.000005428
230,0.983333,0.000051885,-0.000062600,0.019999994,1.000000000,-0.000001394,-0.000000880,0.000004234,0.000025602,0.000016053,-0.000053047,-0.002110245,0.000245660,0.000005867
231,0.987500,0.000051883,-0.000062599,0.019999992,1.000000000,-0.000001428,-0.000000923,0.000004232,0.000025977,0.000016172,-0.000053050,-0.002119790,0.000249060,0.000005278
232,0.991667,0.000051884,-0.000062598,0.019999992,1.000000000,-0.000001456,-0.000000768,0.000004267,0.000026448,0.000015868,-0.000053215,-0.002118264,0.000258903,0.000005232
233,0.995833,0.000051886,-0.000062598,0.019999996,1.000000000,-0.000001406,-0.000000714,0.000004277,0.000026707,0.000015508,-0.000053465,-0.002104230,0.000276280,0.000005581
234,1.000000,0.000051884,-0.000062600,0.019999992,1.000000000,-0.000001332,-0.000000880,0.000004228,0.000026010,0.000015861,-0.000053031,-0.002112448,0.000248713,0.000005592
235,1.004167,0.000051885,-0.000062599,0.019999996,1.000000000,-0.000001261,-0.000000766,0.000004238,0.000026570,0.000015654,-0.000053295,-0.002109455,0.000267254,0.000005402
236,1.008333,0.000051886,-0.000062599,0.019999992,0.999999940,-0.000001449,-0.000000933,0.000004235,0.000026750,0.000015656,-0.000053208,-0.002106939,0.000272429,0.000005083
237,1.012500,0.000051891,-0.000062600,0.019999998,0.999999940,-0.000001394,-0.000000592,0.000004280,0.000027236,0.000015100,-0.000053434,-0.002108835,0.000274112,0.000005395
238,1.016667,0.000051890,-0.000062602,0.019999998,0.999999940,-0.000001327,-0.000000752,0.000004231,0.000026195,0.000015668,-0.000053189,-0.002106072,0.000258661,0.000005749
239,1.020833,0.000051892,-0.000062600,0.019999998,0.999999940,-0.000001400,-0.000000765,0.000004239,0.000026695,0.000015761,-0.000053283,-0.002111337,0.000271158,0.000005108
240,1.025000,0.000051890,-0.000062599,0.019999996,0.999999940,-0.000001432,-0.000000807,0.000004226,0.000025983,0.000016024,-0.000053040,-0.002116201,0.000248709,0.000005438
241,1.029167,0.000051892,-0.000062599,0.019999996,0.999999940,-0.000001477,-0.000000632,0.000004261,0.000026746,0.000015622,-0.000053416,-0.002105526,0.000277827,0.000005342
242,1.033333,0.000051889,-0.000062598,0.019999998,0.999999940,-0.000001415,-0.000000792,0.000004236,0.000025727,0.000016214,-0.000053257,-0.002112163,0.000256211,0.000005743
243,1.037500,0.000051888,-0.000062601,0.019999998,0.999999940,-0.000001413,-0.000000863,0.000004246,0.000026312,0.000015539,-0.000053162,-0.002110102,0.000253628,0.000005721
244,1.041667,0.000051889,-0.000062598,0.019999998,0.999999940,-0.000001466,-0.000000685,0.000004280,0.000026598,0.000015909,-0.000053301,-0.002114704,0.000269516,0.000005077
245,1.045833,0.000051889,-0.000062600,0.019999996,0.999999940,-0.000001392,-0.000000646,0.000004268,0.000026354,0.000015592,-0.000053152,-0.002110560,0.000255451,0.000005614
246,1.050000,0.000051891,-0.000062599,0.019999998,0.999999940,-0.000001374,-0.000000555,0.000004279,0.000026652,0.000015688,-0.000053317,-0.002110609,0.000269670,0.000005295
247,1.054167,0.000051892,-0.000062599,0.020000000,1.000000000,-0.000001493,-0.000000800,0.000004241,0.000026518,0.000015660,-0.000053275,-0.002108599,0.000266396,0.000005450
248,1.058333,0.000051885,-0.000062599,0.019999992,1.000000000,-0.000001298,-0.000000806,0.000004240,0.000025106,0.000016652,-0.000053003,-0.002114168,0.000243360,0.000005714
249,1.062500,0.000051887,-0.000062599,0.019999992,0.999999940,-0.000001524,-0.000000923,0.000004238,0.000026842,0.000015562,-0.000053285,-0.002107791,0.000273386,0.000005162
250,1.066667,0.000051891,-0.000062600,0.019999998,0.999999940,-0.000001290,-0.000000496,0.000004272,0.000027044,0.000015141,-0.000053406,-0.002108814,0.000269540,0.000005555
251,1.070833,0.000051890,-0.000062601,0.019999996,1.000000000,-0.000001386,-0.000000766,0.000004224,0.000026188,0.000015852,-0.000053111,-0.002107696,0.000259806,0.000005457
252,1.075000,0.000051886,-0.000062601,0.019999992,1.000000000,-0.000001375,-0.000000853,0.000004246,0.000025704,0.000016187,-0.000053035,-0.002112616,0.000249146,0.000005561
253,1.079167,0.000051885,-0.000062598,0.019999992,1.000000000,-0.000001425,-0.000000888,0.000004221,0.000026056,0.000016256,-0.000053112,-0.002123182,0.000251445,0.000005156
254,1.083333,0.000051887,-0.000062598,0.019999996,1.000000000,-0.000001350,-0.000000567,0.000004267,0.000026948,0.000015394,-0.000053495,-0.002103167,0.000281370,0.000005443
255,1.087500,0.000051887,-0.000062600,0.019999992,0.999999940,-0.000001420,-0.000000860,0.000004230,0.000026288,0.000015679,-0.000053227,-0.002100790,0.000267597,0.000005644
256,1.091667,0.000051891,-0.000062599,0.019999998,0.999999940,-0.000001342,-0.000000550,0.000004264,0.000027289,0.000015222,-0.000053677,-0.002098001,0.000295316,0.000005406
257,1.095833,0.000051891,-0.000062600,0.019999996,0.999999940,-0.000001296,-0.000000693,0.000004237,0.000026356,0.000015672,-0.000053185,-0.002106223,0.000262746,0.000005537
258,1.100000,0.000051889,-0.000062601,0.019999998,1.000000000,-0.000001466,-0.000000866,0.000004238,0.000026024,0.000015859,-0.000052974,-0.002117741,0.000242403,0.000005520
259,1.104167,0.000051884,-0.000062599,0.019999996,1.000000000,-0.000001338,-0.000000803,0.000004237,0.000025391,0.000016605,-0.000053034,-0.002120986,0.000243480,0.000005465
260,1.108333,0.000051888,-0.000062598,0.019999994,1.000000000,-0.000001363,-0.000000663,0.000004270,0.000027084,0.000015515,-0.000053368,-0.002108998,0.000279229,0.000005008
261,1.112500,0.000051887,-0.000062599,0.019999994,1.000000000,-0.000001329,-0.000000788,0.000004245,0.000026209,0.000015742,-0.000053171,-0.002107180,0.000259434,0.000005621
262,1.116667,0.000051884,-0.000062599,0.019999996,1.000000000,-0.000001341,-0.000000855,0.000004233,0.000025903,0.000016010,-0.000053126,-0.002111643,0.000252925,0.000005631
263,1.120833,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001364,-0.000000711,0.000004268,0.000026729,0.000015692,-0.000053277,-0.002109839,0.000271545,0.000005143
264,1.125000,0.000051885,-0.000062600,0.019999996,0.999999940,-0.000001480,-0.000000950,0.000004243,0.000026215,0.000015738,-0.000053202,-0.002108121,0.000259300,0.000005651
265,1.129167,0.000051890,-0.000062599,0.019999998,0.999999940,-0.000001274,-0.000000502,0.000004275,0.000027408,0.000015241,-0.000053597,-0.002103040,0.000291999,0.000005166
266,1.133333,0.000051891,-0.000062602,0.019999998,1.000000000,-0.000001369,-0.000000771,0.000004238,0.000026652,0.000015301,-0.000053228,-0.002099863,0.000268183,0.000005653
267,1.137500,0.000051885,-0.000062600,0.019999994,1.000000000,-0.000001369,-0.000000842,0.000004240,0.000025101,0.000016656,-0.000052909,-0.002118258,0.000236998,0.000005629
268,1.141667,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001394,-0.000000696,0.000004275,0.000026748,0.000015696,-0.000053320,-0.002111361,0.000271677,0.000005161
269,1.145833,0.000051885,-0.000062598,0.019999992,1.000000000,-0.000001354,-0.000000838,0.000004225,0.000026083,0.000016087,-0.000053160,-0.002113864,0.000258119,0.000005365
270,1.150000,0.000051885,-0.000062599,0.019999992,1.000000000,-0.000001394,-0.000000872,0.000004223,0.000026437,0.000015611,-0.000053155,-0.002111329,0.000257371,0.000005480
271,1.154167,0.000051883,-0.000062599,0.019999994,1.000000000,-0.000001401,-0.000000945,0.000004233,0.000026030,0.000015932,-0.000053198,-0.002111910,0.000255583,0.000005639
272,1.158333,0.000051884,-0.000062599,0.019999994,1.000000000,-0.000001454,-0.000000967,0.000004230,0.000026563,0.000015682,-0.000053291,-0.002109910,0.000267283,0.000005374
273,1.162500,0.000051884,-0.000062597,0.019999996,1.000000000,-0.000001523,-0.000000975,0.000004227,0.000026287,0.000015965,-0.000053253,-0.002114356,0.000262072,0.000005347
274,1.166667,0.000051887,-0.000062598,0.019999994,1.000000000,-0.000001411,-0.000000690,0.000004271,0.000026887,0.000015443,-0.000053373,-0.002107465,0.000273854,0.000005340
275,1.170833,0.000051884,-0.000062599,0.019999994,1.000000000,-0.000001350,-0.000000843,0.000004235,0.000025841,0.000016002,-0.000053200,-0.002106427,0.000258093,0.000005789
276,1.175000,0.000051886,-0.000062598,0.019999992,1.000000000,-0.000001370,-0.000000702,0.000004270,0.000026706,0.000015666,-0.000053201,-0.002113905,0.000264413,0.000005133
277,1.179167,0.000051885,-0.000062599,0.019999992,0.999999940,-0.000001474,-0.000000955,0.000004233,0.000026193,0.000015768,-0.000053184,-0.002108201,0.000259007,0.000005627
278,1.183333,0.000051889,-0.000062598,0.019999998,0.999999940,-0.000001408,-0.000000630,0.000004267,0.000027146,0.000015364,-0.000053421,-0.002113869,0.000273273,0.000005183
279,1.187500,0.000051887,-0.000062600,0.019999996,0.999999940,-0.000001341,-0.000000789,0.000004230,0.000025946,0.000015833,-0.000052945,-0.002116063,0.000240672,0.000005625
280,1.191667,0.000051888,-0.000062600,0.019999996,0.999999940,-0.000001397,-0.000000812,0.000004239,0.000026620,0.000015655,-0.000053243,-0.002108077,0.000268700,0.000005280
281,1.195833,0.000051892,-0.000062601,0.019999998,0.999999940,-0.000001306,-0.000000513,0.000004261,0.000027104,0.000015263,-0.000053406,-0.002104636,0.000278457,0.000005326
282,1.200000,0.000051891,-0.000062599,0.019999998,1.000000000,-0.000001421,-0.000000771,0.000004236,0.000026055,0.000016161,-0.000053121,-0.002114169,0.000258197,0.000005267
283,1.204167,0.000051883,-0.000062601,0.019999992,1.000000000,-0.000001369,-0.000000885,0.000004250,0.000025035,0.000016366,-0.000052823,-0.002116880,0.000227061,0.000005969
284,1.208333,0.000051884,-0.000062597,0.019999992,1.000000000,-0.000001441,-0.000000902,0.000004234,0.000026497,0.000016119,-0.000053364,-0.002114339,0.000274231,0.000005012
285,1.212500,0.000051888,-0.000062597,0.019999994,1.000000000,-0.000001484,-0.000000736,0.000004268,0.000027055,0.000015373,-0.000053416,-0.002107113,0.000277801,0.000005265
286,1.216667,0.000051888,-0.000062597,0.019999992,1.000000000,-0.000001426,-0.000000683,0.000004267,0.000026316,0.000015785,-0.000053230,-0.002109779,0.000262133,0.000005505
287,1.220833,0.000051885,-0.000062599,0.019999994,1.000000000,-0.000001347,-0.000000856,0.000004243,0.000025823,0.000015939,-0.000053072,-0.002115120,0.000244182,0.000005773
288,1.225000,0.000051885,-0.000062600,0.019999992,1.000000000,-0.000001386,-0.000000890,0.000004241,0.000026456,0.000015637,-0.000053130,-0.002111259,0.000258074,0.000005397
289,1.229167,0.000051889,-0.000062598,0.019999996,1.000000000,-0.000001333,-0.000000556,0.000004275,0.000027196,0.000015486,-0.000053533,-0.002106058,0.000288284,0.000005073
290,1.233333,0.000051887,-0.000062600,0.019999994,0.999999940,-0.000001409,-0.000000839,0.000004239,0.000026053,0.000015752,-0.000053111,-0.002105603,0.000255766,0.000005739
291,1.237500,0.000051889,-0.000062600,0.019999998,0.999999940,-0.000001332,-0.000000731,0.000004247,0.000026726,0.000015558,-0.000053372,-0.002109635,0.000270523,0.000005404
292,1.241667,0.000051891,-0.000062600,0.019999996,0.999999940,-0.000001377,-0.000000767,0.000004243,0.000026773,0.000015467,-0.000053264,-0.002104672,0.000271712,0.000005339
293,1.245833,0.000051889,-0.000062601,0.019999996,0.999999940,-0.000001412,-0.000000805,0.000004242,0.000026027,0.000015950,-0.000053133,-0.002110458,0.000255896,0.000005553
294,1.250000,0.000051891,-0.000062601,0.019999998,0.999999940,-0.000001328,-0.000000494,0.000004277,0.000026944,0.000015414,-0.000053486,-0.002103352,0.000281404,0.000005415
295,1.254167,0.000051891,-0.000062599,0.020000000,1.000000000,-0.000001428,-0.000000771,0.000004227,0.000026262,0.000015999,-0.000053283,-0.002108702,0.000268679,0.000005366
296,1.258333,0.000051886,-0.000062601,0.019999992,1.000000000,-0.000001396,-0.000000868,0.000004251,0.000025449,0.000016217,-0.000053039,-0.002106551,0.000249416,0.000005831
297,1.262500,0.000051885,-0.000062599,0.019999992,1.000000000,-0.000001443,-0.000000903,0.000004237,0.000026374,0.000015935,-0.000053338,-0.002109697,0.000270231,0.000005352
298,1.266667,0.000051887,-0.000062597,0.019999994,1.000000000,-0.000001487,-0.000000733,0.000004271,0.000026633,0.000015782,-0.000053335,-0.002113048,0.000269575,0.000005220
299,1.270833,0.000051887,-0.000062598,0.019999994,1.000000000,-0.000001425,-0.000000685,0.000004271,0.000026374,0.000015703,-0.000053365,-0.002105239,0.000269290,0.000005661
300,1.275000,0.000051885,-0.000062599,0.019999992,1.000000000,-0.000001352,-0.000000849,0.000004246,0.000026084,0.000015816,-0.000053247,-0.002104264,0.000262813,0.000005754
301,1.279167,0.000051886,-0.000062599,0.019999996,1.000000000,-0.000001281,-0.000000738,0.000004243,0.000026619,0.000015694,-0.000053473,-0.002101734,0.000281553,0.000005462
302,1.283333,0.000051887,-0.000062599,0.019999994,0.999999940,-0.000001479,-0.000000887,0.000004230,0.000026643,0.000015609,-0.000053188,-0.002105421,0.000269433,0.000005252
303,1.287500,0.000051891,-0.000062601,0.019999998,0.999999940,-0.000001260,-0.000000445,0.000004274,0.000027356,0.000014982,-0.000053585,-0.002097333,0.000289257,0.000005517
304,1.291667,0.000051888,-0.000062601,0.019999998,1.000000000,-0.000001309,-0.000000772,0.000004239,0.000025719,0.000016126,-0.000052974,-0.002115743,0.000243347,0.000005580
305,1.295833,0.000051885,-0.000062601,0.019999994,1.000000000,-0.000001315,-0.000000840,0.000004239,0.000025758,0.000016170,-0.000053016,-0.002112021,0.000250319,0.000005500
306,1.300000,0.000051886,-0.000062599,0.019999994,1.000000000,-0.000001367,-0.000000877,0.000004236,0.000026445,0.000015920,-0.000053082,-0.002122312,0.000252915,0.000005043
307,1.304167,0.000051884,-0.000062598,0.019999994,1.000000000,-0.000001415,-0.000000904,0.000004235,0.000026019,0.000016029,-0.000053149,-0.002112650,0.000255977,0.000005489
308,1.308333,0.000051887,-0.000062600,0.019999994,1.000000000,-0.000001454,-0.000000736,0.000004269,0.000027172,0.000015191,-0.000053394,-0.002103086,0.000279579,0.000005308
309,1.312500,0.000051887,-0.000062599,0.019999994,1.000000000,-0.000001398,-0.000000683,0.000004280,0.000026243,0.000015896,-0.000053244,-0.002112286,0.000260977,0.000005479
310,1.316667,0.000051884,-0.000062599,0.019999994,1.000000000,-0.000001340,-0.000000836,0.000004232,0.000025838,0.000016107,-0.000053216,-0.002109157,0.000258344,0.000005688
311,1.320833,0.000051886,-0.000062598,0.019999994,1.000000000,-0.000001364,-0.000000691,0.000004267,0.000026724,0.000015678,-0.000053304,-0.002110290,0.000271276,0.000005195
